CustomerId;Sobrenome;Credit_Score;Pais;Genero;Idade;Tempo_Credito;Balance;Qtd_Produtos;Possui_Cartao;Membro_Ativo;Salario_Anual;Churn
15638487;Chien;559;Spain;Male;20.0;5;145809.73;1;1.0;1.0;185210.74;0
15726695;Hsia;601;Spain;Female;20.0;7;122446.61;2;1.0;0.0;86791.9;0
15804002;Kovalev;691;Spain;Female;20.0;1;128306.83;1;1.0;1.0;113580.79;0
15726695;Hsia;734;Spain;Female;20.0;7;122446.61;2;1.0;0.0;86791.9;0
15591344;Lucchese;624;Spain;Female;20.0;2;126476.75;1;1.0;1.0;80178.49;0
15800083;Chiang;573;Spain;Male;20.0;2;88827.33;1;1.0;1.0;120108.72;0
15756118;T'ao;661;Spain;Male;20.0;8;0.0;1;1.0;1.0;110252.53;0
15718893;Y?an;759;Spain;Female;20.0;5;0.0;2;1.0;1.0;84760.32;0
15762716;Chigozie;762;Spain;Female;20.0;2;168920.75;1;1.0;1.0;31445.03;0
15691792;Iweobiegbunam;730;Spain;Male;20.0;6;0.0;2;1.0;1.0;133831.37;0
15706899;Y?an;655;Spain;Male;20.0;3;122822.0;1;1.0;1.0;141872.05;0
15757932;McFarland;547;Spain;Female;20.0;4;88141.81;2;1.0;1.0;120162.47;0
15675231;Nwankwo;518;Spain;Female;20.0;8;0.0;2;1.0;1.0;36193.07;0
15631451;Onyemachukwu;625;Spain;Male;20.0;5;173434.9;2;1.0;0.0;96444.88;0
15760090;Pisano;675;Spain;Female;20.0;1;0.0;2;1.0;1.0;131097.9;0
15751175;Mancini;710;Spain;Male;20.0;4;0.0;2;1.0;1.0;132973.34;0
15732628;Pisano;574;Spain;Female;20.0;5;109570.34;1;1.0;0.0;61324.87;0
15726695;Hsia;601;SPAIN;Female;20.0;2;122446.61;2;1.0;1.0;46774.94;0
15738166;T'ang;639;Spain;Male;20.0;5;0.0;1;0.0;1.0;64854.45;0
15771580;Mazzanti;619;Spain;Male;20.0;8;0.0;2;1.0;0.0;63736.17;0
15683403;Lombardi;611;Spain;Male;20.0;6;0.0;1;1.0;1.0;73585.18;1
15726695;Hsia;579;Spain;Female;20.0;9;122446.61;1;0.0;1.0;86791.9;0
15691703;Shih;628;Spain;Male;20.0;1;106871.81;2;1.0;1.0;55551.26;0
15757559;Taylor;602;SPAIN;Female;20.0;2;0.0;2;1.0;0.0;104982.39;0
15776348;Rogers;646;SPAIN;Male;20.0;2;86102.27;2;0.0;0.0;180197.74;0
15804849;Udinesi;594;SPAIN;Female;20.0;1;0.0;1;1.0;1.0;120594.78;0
15672970;Chigolum;792;SPAIN;Male;20.0;2;0.0;2;0.0;0.0;150465.93;1
15640106;Hsia;601;SPAIN;Male;20.0;7;0.0;2;0.0;0.0;193309.58;0
15600100;L?;596;SPAIN;Female;20.0;10;0.0;2;1.0;1.0;64533.09;0
15683977;Yobachukwu;804;SPAIN;Male;20.0;7;0.0;2;1.0;1.0;150465.93;0
15672970;Chigolum;714;SPAIN;Male;20.0;3;0.0;1;0.0;1.0;150465.93;0
15568238;Diaz;685;Spain;Male;20.0;8;0.0;2;1.0;1.0;113469.65;0
15677906;Chigolum;714;Spain;Male;20.0;3;0.0;1;0.0;0.0;150465.93;0
15617538;Nwankwo;834;Spain;Male;20.0;9;0.0;2;1.0;0.0;45038.74;0
15778481;Chigbogu;712;Spain;Male;20.0;1;118962.58;1;1.0;0.0;120819.58;0
15726695;Hsia;601;Spain;Female;20.0;9;0.0;2;1.0;0.0;86791.9;0
15603594;Nwankwo;635;Spain;Female;20.0;4;0.0;2;1.0;0.0;70668.77;0
15672970;Chigolum;616;Spain;Male;20.0;3;0.0;2;0.0;0.0;150465.93;1
15769915;Charlton;648;Spain;Female;20.0;0;133313.34;1;1.0;1.0;3965.69;0
15756118;T'ao;509;Spain;Male;20.0;3;0.0;2;0.0;0.0;110253.2;0
15646091;Manfrin;455;Spain;Male;20.0;9;0.0;2;0.0;1.0;91091.06;0
15724145;Cremonesi;650;Spain;Female;20.0;2;0.0;2;1.0;1.0;119333.95;0
15593331;Hsia;635;Spain;Female;20.0;6;0.0;1;1.0;0.0;82868.34;0
15762716;Chigozie;762;Spain;Male;20.0;5;168920.75;1;1.0;0.0;31445.03;0
15593636;Mancini;524;Spain;Female;20.0;4;0.0;2;0.0;0.0;26900.29;0
15790324;Green;687;Spain;Female;20.0;6;0.0;1;1.0;0.0;57929.9;1
15688007;Tsao;703;Spain;Male;20.0;3;165260.98;1;1.0;1.0;41626.78;0
15748856;Milani;701;Spain;Female;20.0;3;0.0;1;1.0;1.0;112289.06;0
15617538;Nwankwo;618;Spain;Male;20.0;7;0.0;2;0.0;1.0;45038.74;0
15772250;Hart;700;Spain;Female;20.0;5;0.0;1;1.0;0.0;182691.31;0
15726695;Hsia;601;Spain;Female;20.0;9;0.0;2;1.0;1.0;86791.9;0
15603594;Nwankwo;635;Spain;Female;20.0;4;0.0;2;1.0;1.0;70668.77;0
15691705;Chibueze;598;Spain;Male;20.0;8;0.0;1;0.0;1.0;181210.5;0
15587835;Yashina;714;Spain;Female;20.0;7;0.0;2;1.0;1.0;173962.59;0
15582033;Cremonesi;684;Spain;Female;21.0;6;0.0;2;1.0;1.0;113046.81;0
15794579;Onwuatuegwu;695;Spain;Male;21.0;6;0.0;2;0.0;1.0;146821.42;0
15710456;Chia;791;Spain;Male;21.0;8;0.0;2;1.0;1.0;122996.76;0
15762855;Hill;622;Spain;Female;21.0;8;0.0;2;1.0;1.0;131389.39;0
15673837;Hsiung;640;Spain;Male;21.0;3;117561.49;1;1.0;1.0;97577.14;0
15675328;Palermo;494;Spain;Male;21.0;9;98495.61;1;1.0;1.0;88146.86;0
15717935;McDonald;489;Spain;Female;21.0;4;0.0;2;0.0;1.0;55601.44;0
15761717;Holloway;683;Spain;Female;21.0;7;0.0;2;1.0;0.0;155743.48;0
15761364;Nkemjika;689;Spain;Female;21.0;6;0.0;1;1.0;0.0;157871.55;0
15797919;Okwudilichukwu;699;Spain;Male;;1;0.0;2;1.0;1.0;157919.44;0
15807221;Weaver;555;Spain;Male;;1;0.0;2;0.0;1.0;103901.35;0
15638487;Onyemauchechukwu;498;Spain;Male;;4;0.0;2;1.0;1.0;180962.01;0
15668830;Nkemakolam;718;Spain;Male;;2;129974.06;1;1.0;0.0;176883.04;0
15807269;Lucciano;447;Spain;Male;;2;140950.11;2;0.0;1.0;96833.41;0
15656086;Niu;644;Spain;Female;;4;133020.17;1;1.0;0.0;53511.74;0
15595588;Chin;679;Spain;Male;;1;0.0;1;0.0;1.0;4554.67;0
15572356;Clancy;701;Spain;Male;;4;0.0;2;1.0;0.0;26327.42;0
15783882;Hsueh;757;Spain;Male;;3;0.0;1;1.0;1.0;88838.14;0
15574237;Hsueh;588;Spain;Female;;8;0.0;2;1.0;1.0;110114.19;0
15651389;Chinweuba;676;Spain;Female;;8;0.0;2;0.0;0.0;110440.5;0
15735330;Chidozie;703;Spain;Male;;3;0.0;2;1.0;1.0;28276.82;0
15761854;Chukwueloka;710;Spain;Male;;1;0.0;2;0.0;1.0;80698.54;0
15731413;Hs?;663;Spain;Female;;6;102785.16;2;1.0;1.0;121551.75;0
15785825;Yobanna;619;Spain;Male;;5;0.0;2;1.0;1.0;187921.3;0
15646764;Ch'ang;679;Spain;Female;;1;117738.81;1;1.0;0.0;152790.92;0
15768449;Calabresi;741;Spain;Male;;4;82498.14;2;0.0;0.0;179436.6;0
15749472;Chukwudi;599;Spain;Male;;9;102773.2;1;1.0;0.0;187636.06;0
15689751;Palermo;547;Spain;Male;;8;0.0;2;1.0;1.0;86731.67;0
15808689;Hu;650;Spain;Female;;4;0.0;2;1.0;1.0;175380.77;0
15576714;Manna;687;Spain;Male;;8;0.0;2;1.0;1.0;154767.34;0
15646521;L?;634;Spain;Female;;9;0.0;2;1.0;1.0;143960.72;0
15783882;Ch'in;778;Spain;Male;;6;0.0;2;1.0;1.0;83679.46;0
15656029;Marsden;589;Spain;Male;;2;0.0;2;1.0;0.0;22095.73;0
15576714;Manna;687;Spain;Female;;2;0.0;2;1.0;1.0;154767.34;0
15717225;Ikemefuna;544;Spain;Male;;10;161525.96;2;0.0;1.0;9262.77;0
15746338;Chin;565;Spain;Female;;10;0.0;2;0.0;1.0;173365.89;0
15582090;Iroawuchi;637;Spain;Male;;4;0.0;1;1.0;1.0;117038.96;0
15671342;DeRose;657;Spain;Female;;7;134498.54;1;1.0;1.0;86767.48;0
15644962;Connolly;745;Spain;Male;;4;137910.45;1;1.0;1.0;177235.23;0
15648800;Paterson;607;Spain;Male;;9;132312.06;1;1.0;0.0;106663.46;0
15725068;Quinn;701;Spain;Female;;6;0.0;1;1.0;1.0;26327.42;0
15571148;Baranov;645;Spain;Female;;10;0.0;2;0.0;0.0;28726.07;0
15738148;Chinweuba;691;Spain;Male;;1;178095.79;1;1.0;1.0;141595.85;0
15692916;Ting;598;Spain;Male;;5;119556.98;2;1.0;0.0;88822.38;0
15716000;Hsia;517;Spain;Female;;1;122446.61;2;1.0;1.0;19482.5;0
15678058;Dickson;729;Spain;Female;;10;0.0;2;1.0;1.0;152417.97;0
15718773;Lucchese;694;Spain;Male;;0;86674.8;1;1.0;1.0;82974.83;0
15740406;Hsiung;729;Spain;Male;;5;121151.52;1;1.0;1.0;119644.06;0
15752622;Hsueh;576;Spain;Male;;9;0.0;2;1.0;1.0;123866.47;0
15576714;Manna;645;Spain;Female;;8;0.0;2;1.0;1.0;154767.34;1
15648638;Chia;629;Spain;Male;;6;0.0;1;1.0;0.0;190347.72;0
15644878;Padovano;739;Spain;Female;;5;0.0;2;0.0;0.0;68985.99;0
15807239;Lo;798;Spain;Female;;6;96956.1;1;1.0;1.0;153920.22;1
15800251;Chukwukadibia;508;Spain;Male;;9;0.0;1;1.0;1.0;93624.55;0
15713038;Ubanwa;579;Spain;Male;;5;0.0;2;0.0;0.0;84419.78;0
15636756;Bogle;620;Spain;Male;;9;137732.23;1;1.0;0.0;154882.79;0
15576714;Manna;687;Spain;Female;;8;0.0;2;1.0;0.0;154767.34;0
15734267;Ibezimako;745;Spain;Male;;4;0.0;2;1.0;0.0;143783.0;0
15762729;Ibeabuchi;602;Spain;Male;;10;124577.33;2;1.0;1.0;87956.83;0
15714256;Wright;579;Spain;Female;;3;0.0;1;1.0;0.0;111241.37;0
15761154;Sun;830;Spain;Female;;4;0.0;2;1.0;1.0;180889.7;0
15797692;Hsueh;676;Spain;Male;;4;0.0;2;0.0;1.0;110114.19;0
15574324;Moran;850;Spain;Female;;3;0.0;2;0.0;1.0;155743.48;0
15680920;Hsu;683;Spain;Male;;4;130930.82;1;1.0;1.0;100433.83;0
15761168;Manna;667;Spain;Female;;6;0.0;2;1.0;1.0;139712.81;0
15641674;Tsao;695;Spain;Male;;9;0.0;2;0.0;0.0;94977.3;0
15615456;Palerma;711;Spain;Female;;7;0.0;2;1.0;0.0;125923.17;0
15813163;Ts'ui;576;Spain;Male;;3;0.0;2;0.0;0.0;83064.33;0
15773869;Fenton;660;Spain;Male;;6;0.0;2;1.0;1.0;119439.66;0
15578761;Hsia;472;Spain;Male;;6;129634.25;1;1.0;1.0;177683.02;0
15572021;T'ang;732;Spain;Female;;1;0.0;1;0.0;0.0;136476.35;0
15711687;K'ung;592;Spain;Female;;6;81564.1;2;0.0;1.0;108887.44;0
15665048;Nwachukwu;756;Spain;Male;;4;0.0;2;1.0;0.0;129690.5;0
15807595;Hsia;592;Spain;Male;;5;123845.68;1;1.0;0.0;62674.23;0
15611409;Mazzanti;779;Spain;Female;;8;113348.5;2;1.0;1.0;79888.78;0
15777591;Milano;646;Spain;Female;;8;0.0;2;1.0;1.0;141053.99;0
15796790;Nnachetam;434;Spain;Male;;6;0.0;1;1.0;0.0;106981.03;0
15813659;Ch'en;546;Spain;Female;;5;0.0;1;1.0;0.0;35418.69;0
15624695;Iadanza;834;Spain;Female;;9;168964.77;1;0.0;1.0;2151.17;0
15781689;Norris;548;Spain;Female;;1;0.0;1;0.0;1.0;5985.36;1
15673584;Bell;496;Spain;Male;;4;0.0;2;1.0;1.0;937.15;0
15631451;Chukwukadibia;816;Spain;Male;;0;0.0;2;1.0;0.0;121210.09;0
15587562;Lucchese;706;Spain;Male;;7;134796.05;1;0.0;0.0;117832.88;0
15693337;Ritchie;716;Spain;Male;;7;0.0;2;1.0;0.0;171932.9;0
15599452;Maclean;683;Spain;Male;;9;125341.69;1;1.0;1.0;174970.58;0
15583548;P'eng;566;Spain;Male;;3;0.0;2;0.0;1.0;30781.77;0
15618695;Ts'ui;663;Spain;Male;;3;0.0;2;0.0;1.0;53379.52;0
15757788;Onyemere;718;Spain;Male;;9;156810.52;2;1.0;0.0;167984.99;0
15782778;Doyne;588;Spain;Female;;1;0.0;2;1.0;1.0;155062.8;0
15748995;Ifeajuna;691;Spain;Male;;8;0.0;1;0.0;1.0;10963.04;0
15812920;Nwabugwu;546;Spain;Male;;7;0.0;1;1.0;0.0;173912.29;0
15715643;Frolov;714;Spain;Female;;0;0.0;1;1.0;0.0;60952.62;1
15592994;Kao;714;Spain;Male;;1;0.0;2;1.0;1.0;161450.31;0
15761886;Gant;750;Spain;Male;;3;121681.82;1;1.0;1.0;128643.35;0
15581548;Kaodilinakachukwu;725;Spain;Female;;4;98800.0;1;0.0;0.0;122865.55;0
15618695;Brown;571;Spain;Female;;3;0.0;2;1.0;0.0;53328.7;0
15594915;T'ang;738;Spain;Male;;8;146587.15;1;0.0;0.0;107841.86;0
15665087;Yermakova;604;Spain;Male;;8;0.0;2;1.0;0.0;70548.92;0
15661526;Nnonso;714;Spain;Male;;6;0.0;2;1.0;1.0;91711.66;0
15740104;Munro;425;Spain;Female;;2;169649.73;2;0.0;1.0;136365.0;1
15742323;Kaur;684;Spain;Female;;3;0.0;2;1.0;1.0;173948.3;0
15711249;Chukwuemeka;544;Spain;Female;;4;0.0;2;0.0;0.0;70007.67;0
15643315;K'ung;679;Spain;Female;;1;96951.6;1;1.0;0.0;132418.48;0
15791958;Calabresi;753;Spain;Female;;10;0.0;2;0.0;0.0;164966.85;0
15590876;Fallaci;481;Spain;Female;;10;0.0;2;0.0;0.0;145215.96;0
15596761;Hsu;745;Spain;Female;;3;0.0;2;1.0;0.0;61844.92;0
15737048;Fanucci;508;Spain;Male;22.0;10;152310.5;1;1.0;1.0;118716.33;0
15605531;White;632;Spain;Male;22.0;7;0.0;2;1.0;1.0;170621.55;0
15744127;Pisano;634;Spain;Female;22.0;3;0.0;2;0.0;1.0;152956.33;0
15694409;Ch'ien;554;Spain;Female;22.0;7;0.0;2;0.0;1.0;175020.67;0
15653065;Nwabugwu;530;Spain;Female;22.0;7;0.0;2;0.0;1.0;104170.48;0
15751180;Kerr;537;Spain;Female;22.0;4;111156.52;1;1.0;0.0;167376.26;0
15754747;Jones;564;Spain;Female;22.0;1;141434.04;1;1.0;1.0;4395.45;0
15711396;Chidumaga;434;Spain;Female;22.0;1;0.0;2;1.0;1.0;100940.91;0
15758831;Onyekachukwu;611;Spain;Male;22.0;2;156576.79;1;1.0;0.0;142418.28;0
15788068;Hughes;754;Spain;Male;22.0;1;0.0;2;0.0;1.0;152868.28;1
15744606;Wilson;832;Spain;Male;22.0;8;93833.86;2;0.0;0.0;10417.87;0
15664793;Shillito;693;Spain;Male;22.0;7;0.0;2;0.0;1.0;93716.07;0
15758901;Henderson;713;Spain;Male;22.0;9;0.0;2;1.0;1.0;107825.08;0
15719017;Donaldson;672;Spain;Male;22.0;8;0.0;2;1.0;1.0;16245.25;0
15578515;Osinachi;659;Spain;Female;22.0;8;0.0;1;1.0;1.0;158553.1;0
15782100;Holloway;544;Spain;Male;22.0;3;66483.32;1;0.0;0.0;110317.39;1
15676576;Ts'ai;636;Spain;Male;22.0;8;0.0;1;1.0;0.0;1676.92;0
15809263;Onyinyechukwuka;850;Spain;Female;22.0;4;0.0;3;1.0;1.0;165574.56;0
15607874;T'ang;551;Spain;Female;22.0;2;146329.57;1;0.0;1.0;144184.06;0
15748499;Gant;485;Spain;Female;22.0;2;0.0;1;1.0;1.0;71323.23;0
15762418;Gant;750;Spain;Male;22.0;2;121681.82;1;1.0;0.0;128643.35;0
15694192;Nwankwo;539;Spain;Female;22.0;6;0.0;2;1.0;1.0;173783.38;0
15652948;Li;798;Spain;Male;22.0;6;0.0;2;0.0;0.0;107615.43;0
15642055;Kaeppel;850;Spain;Female;22.0;1;0.0;2;1.0;1.0;78949.63;0
15653065;Nwabugwu;530;Spain;Female;22.0;2;0.0;1;1.0;0.0;104170.48;0
15711249;Chukwuemeka;544;Spain;Male;22.0;8;0.0;1;1.0;0.0;70007.67;0
15647111;T'ang;613;Spain;Female;22.0;6;114440.24;1;1.0;1.0;107753.07;1
15600651;Tseng;850;Spain;Female;22.0;4;0.0;2;1.0;1.0;49326.08;0
15684951;Vicars;542;Spain;Female;22.0;8;0.0;2;0.0;0.0;2465.8;0
15631359;Chibueze;636;Spain;Male;22.0;3;72945.29;1;0.0;1.0;108841.83;1
15647898;Chukwualuka;850;Spain;Female;22.0;3;139874.23;1;1.0;0.0;36190.78;0
15677512;McEncroe;628;Spain;Female;22.0;3;0.0;1;0.0;0.0;85426.28;0
15600934;Yefimova;579;Spain;Male;22.0;2;0.0;1;1.0;0.0;169892.71;1
15661532;Tuan;477;Spain;Male;22.0;4;82559.42;2;0.0;1.0;163112.9;0
15715709;Shih;721;Spain;Male;22.0;5;0.0;1;1.0;0.0;160526.36;0
15746663;Tien;762;Spain;Female;22.0;1;0.0;2;1.0;0.0;55400.16;0
15811842;Artemyeva;719;Spain;Male;22.0;8;0.0;2;1.0;1.0;6656.64;0
15673074;Obidimkpa;527;Spain;Male;22.0;6;126663.51;1;1.0;1.0;162260.93;0
15694321;Tretiakov;652;Spain;Male;22.0;5;0.0;2;0.0;0.0;170835.32;0
15609562;Nieves;704;Spain;Male;22.0;8;0.0;2;0.0;1.0;161574.19;0
15574523;Tsao;724;Spain;Male;22.0;6;0.0;2;1.0;1.0;140763.18;0
15718779;Lo;656;Spain;Male;22.0;1;127637.96;1;1.0;1.0;157577.29;0
15592097;Pirozzi;712;Spain;Male;22.0;8;126875.53;1;1.0;0.0;176885.19;1
15632899;Onyeorulu;663;Spain;Male;22.0;8;0.0;2;0.0;0.0;102797.15;0
15713644;Marshall;663;Spain;Male;22.0;5;0.0;2;1.0;0.0;158974.45;0
15792646;Shih;611;Spain;Male;22.0;8;137852.96;1;0.0;1.0;166830.71;0
15579892;Doyle;708;Spain;Male;22.0;7;112615.86;1;1.0;1.0;4491.77;1
15656683;Liao;703;Spain;Male;22.0;9;79468.96;1;1.0;0.0;143594.36;1
15568328;Hansen;598;Spain;Female;22.0;6;0.0;4;1.0;1.0;66393.89;1
15645323;Tsao;556;Spain;Male;22.0;0;131363.89;1;1.0;0.0;125961.98;0
15625916;Chien;575;Spain;Male;22.0;6;161628.66;1;0.0;0.0;91482.5;0
15771573;Nnanna;588;Spain;Male;22.0;4;83181.29;1;1.0;1.0;163534.75;0
15798897;Yermolayeva;749;Spain;Female;22.0;8;0.0;2;0.0;0.0;58320.06;0
15577107;Milne;567;Spain;Male;22.0;6;146098.43;1;1.0;0.0;167553.06;0
15692408;Johnstone;496;Spain;Male;22.0;3;66483.32;1;0.0;1.0;110317.39;0
15686937;Yefremov;682;Spain;Female;22.0;4;0.0;2;0.0;0.0;186858.21;0
15802071;Andreev;684;Spain;Male;22.0;3;103210.27;1;1.0;0.0;31002.03;0
15746333;Hsueh;850;Spain;Female;22.0;1;0.0;2;0.0;1.0;144849.1;1
15749638;Kaodilinakachukwu;605;Spain;Male;22.0;9;104760.82;1;0.0;1.0;114935.21;1
15692730;Frolov;586;Spain;Male;22.0;9;0.0;2;0.0;1.0;148726.83;0
15575147;Wall;702;Spain;Male;22.0;9;99339.0;1;1.0;0.0;68297.61;0
15636407;Liao;716;Spain;Female;22.0;3;0.0;2;0.0;0.0;52462.16;0
15784323;Gallo;449;Spain;Male;22.0;7;0.0;2;0.0;0.0;44165.84;0
15665402;Panicucci;497;Spain;Male;22.0;5;137761.55;2;1.0;0.0;9170.54;0
15713673;Ukaegbunam;704;Spain;Male;22.0;1;0.0;2;1.0;1.0;181490.27;0
15571940;Afamefula;566;Spain;Male;22.0;3;118680.57;2;1.0;1.0;49829.8;0
15763906;Cattaneo;543;Spain;Male;22.0;7;135962.0;1;1.0;1.0;146785.79;0
15567339;Monds;710;Spain;Female;22.0;2;0.0;1;1.0;0.0;167553.06;0
15713644;Marshall;686;Spain;Male;22.0;6;0.0;2;0.0;0.0;158974.45;0
15604816;Okwuadigbo;642;Spain;Male;22.0;2;84006.27;1;1.0;1.0;183868.27;0
15646632;Milanesi;632;Spain;Male;22.0;4;0.0;2;1.0;0.0;105746.92;0
15624180;Hs?eh;598;Spain;Male;22.0;7;0.0;2;1.0;1.0;82870.75;0
15667424;Chien;673;Spain;Male;22.0;3;115930.87;1;1.0;1.0;24210.56;0
15692931;Hsing;818;Spain;Male;22.0;4;114991.45;2;1.0;1.0;37392.56;0
15576263;Clements;759;Spain;Female;22.0;5;0.0;1;1.0;0.0;22303.17;0
15574882;Yobanna;774;Spain;Male;22.0;6;0.0;2;0.0;0.0;52315.14;0
15681554;O'Donnell;716;Spain;Female;22.0;1;154763.63;1;1.0;0.0;28461.55;0
15618695;Ts'ui;571;Spain;Female;22.0;8;108117.1;2;0.0;1.0;53328.7;0
15685826;Calabrese;683;Spain;Female;22.0;8;0.0;2;1.0;1.0;163691.71;0
15581548;Kaodilinakachukwu;637;Spain;Female;22.0;5;98800.0;2;1.0;0.0;122865.55;0
15779182;Ch'ang;724;Spain;Male;22.0;8;93794.23;1;1.0;1.0;61312.36;0
15773017;Wang;554;Spain;Male;22.0;5;129855.32;1;1.0;1.0;145936.81;0
15689031;Murphy;697;Spain;Female;22.0;7;168066.87;1;1.0;0.0;35450.53;0
